Quote,Author
"It is important to teach children kindness and simplicity in life and work. All of children’s moral and spiritual education should be supported by your own good example. You should live virtuously, or at least try to do so; the success of your good life will educate your children.",Leo Tolstoy
"All that we see and know does not exist in reality, because it is the product of our limited ability to understand reality.",Leo Tolstoy
"Old fortresses are destroyed, monuments to kings are demolished, old age ravages our bodies. Only the teachings of kindness are never ruined or affected by age.",Leo Tolstoy
"As soon as a person truly looks at himself as only a physical body, then he sees an unsolved puzzle, a contradiction that cannot be unraveled.",Leo Tolstoy
In order to understand the true essence of a thing we must transform the physical into the spiritual.,Leo Tolstoy
Science is vitally important when it is harnessed to reveal the law of human life.,Leo Tolstoy
"In order to accept the importance of science, we must prove that this activity is useful. Scientists usually demonstrate that they are doing something and that maybe sometime, someday, this could be useful for people in the future.",Leo Tolstoy
"“Science” is not quite the concept which people use this word to identify; it is the highest, most important, most necessary object of our understanding.",Leo Tolstoy
"The wild instinct of military murder has developed in humanity over the course of thousands of years, and has become rooted in our brains. We must hope that our society will be able to rid itself of this terrible crime.",Leo Tolstoy
Wars can be stopped only if people are ready to be persecuted for not participating in them. This is the only way.,Leo Tolstoy
The understanding of the fraternity and equality of all people becomes more and more popular among mankind.,Leo Tolstoy
Family and motherland are but two circles that are part of the wider circle that is humanity. Those who teach morality and who limit one’s duties only to family and country teach a selfishness which is dangerous for all of us.,Leo Tolstoy
"The understanding of one’s unity with all of humanity comes from the understanding of the divine beginning in us all, and gives all our greatest good. True religion creates this understanding, and different prejudices interfere with it—prejudice of state, nation, and class.",Leo Tolstoy
"The past does not exist. The future has not begun. The present is an infinitely small point in time in which the already nonexistent past meets the imminent future. At this point, which is timeless, a person’s real life exists.",Leo Tolstoy
"Time is behind us, time is before us, but in the present there is no time.",Leo Tolstoy
"Time does not exist. There is only a small and infinite present, and it is only in this present that our life occurs. Therefore, a person should concentrate all his spiritual force only on this present.",Leo Tolstoy
