Quote,Author,Book Title
"It is difficult to hringpeople to goodness with lessons, but it is easy to do so by example.",lucius annaeus seneca,
You should be a lantern for yourself. Draw close to the light within you and seek no other shelter.,buddhist wisdom,
"A person’s soul may be compared to a transparent ball which is lit from the inside with its own light. This flame is not only the source of all light and truth, but it illuminates everything around you. In this state, the soul is free and happy. Only if it becomes addicted to anything outside you will it become troubled, darkened, and impenetrable. Distractions obstruct the light which shows you the way.",marcus aurelius,
The soul is a mirror in which you can see the reflection of divine intellect.,john ruskin,
"The future is only an illusion inferred from our present state. What is important is not the length of life, but the depth of life. What is most important is not to make life longer, but to take your soul out of time, as every sublime act does. Only then does your life become fulfilled. And do not ask yourself questions about time. Jesus did not explain a thing about the eternity of life, but his influence brought people to the eternal.",ralph waldo emerson,
"Do not say words you do not feel, lest your soul be blackened with darkness.",the book ofdivinethoughts,
"A wise man does not judge a person for his words, but at the same time does not neglect another person’s wordsy even when these words are pronounced by an unworthy person.",chinese wisdom,
"A person’s tongue is a tool which is sufficient to transmit the ideas created by the human mind. But in the domain of true and deep feelings, our tongue is weak.",lajos kossuth,
People who try to force circumstances become their slaves. Those who use them become their masters.,the talmud,
"There is nothing in this world more tender and more pliable than water, yet hard and rigid things cannot resist it.Weakness defeats strength, tenderness defeats rigidity. Everyone knows this law, but no one acts upon it. The weakest in the world gain victory over the strongest; therefore, there is a great advantage in humility and silence. Only a few people in this world are truly humble.",lao-tzu,
